"","X","token","cat","lemma","pos","category","funct","case","pers","num","gender","tense","mode"
"340",340,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"343",343,"Meine","PRO.Poss.Attr.Nom.Sg.Fem","meine",NA,NA,NA,NA,NA,NA,NA,NA,NA
"344",344,"teure","ADJA.Pos.Nom.Sg.Fem","teuer",NA,NA,NA,NA,NA,NA,NA,NA,NA
"345",345,"Gräfin","N.Reg.Nom.Sg.Fem","Gräfin",NA,NA,NA,NA,NA,NA,NA,NA,NA
"347",347,"!","SYM.Pun.Sent","!",NA,NA,NA,NA,NA,NA,NA,NA,NA
"350",350,"So","ADV","so",NA,NA,NA,NA,NA,NA,NA,NA,NA
"351",351,"gut","ADJD.Pos","gut",NA,NA,NA,NA,NA,NA,NA,NA,NA
"353",353,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"354",354,"als","CONJ.Comp","als",NA,NA,NA,NA,NA,NA,NA,NA,NA
"355",355,"gelesen","VPP.Full.Psp","lesen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"357",357,"!","SYM.Pun.Sent","!",NA,NA,NA,NA,NA,NA,NA,NA,NA
"358",358,"–","CARD","[number]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"359",359,"Nun","ADV","nun",NA,NA,NA,NA,NA,NA,NA,NA,NA
"360",360,"ja","PART.Ans","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA
"362",362,";","SYM.Pun.Sent",";",NA,NA,NA,NA,NA,NA,NA,NA,NA
"363",363,"ich","PRO.Pers.Subst.1.Nom.Sg.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"364",364,"habe","VFIN.Aux.1.Sg.Pres.Ind","haben",NA,NA,NA,NA,NA,NA,NA,NA,NA
"365",365,"sie","PRO.Pers.Subst.3.Acc.Sg.Fem","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"366",366,"zu","PART.Zu","zu",NA,NA,NA,NA,NA,NA,NA,NA,NA
"367",367,"lieben","VINF.Full","lieben",NA,NA,NA,NA,NA,NA,NA,NA,NA
"368",368,"geglaubt","VPP.Full.Psp","glauben",NA,NA,NA,NA,NA,NA,NA,NA,NA
"370",370,"!","SYM.Pun.Sent","!",NA,NA,NA,NA,NA,NA,NA,NA,NA
"373",373,"Was","PRO.Inter.Subst.Acc.Sg.Neut","was",NA,NA,NA,NA,NA,NA,NA,NA,NA
"374",374,"glaubt","VFIN.Full.3.Sg.Pres.Ind","glauben",NA,NA,NA,NA,NA,NA,NA,NA,NA
"375",375,"man","PRO.Indef.Subst.Nom.Sg.*","man",NA,NA,NA,NA,NA,NA,NA,NA,NA
"376",376,"nicht","PART.Neg","nicht",NA,NA,NA,NA,NA,NA,NA,NA,NA
"377",377,"alles","PRO.Indef.Subst.Acc.Sg.Neut","alle",NA,NA,NA,NA,NA,NA,NA,NA,NA
"379",379,"?","SYM.Pun.Sent","?",NA,NA,NA,NA,NA,NA,NA,NA,NA
"382",382,"Kann","VFIN.Mod.3.Sg.Pres.Ind","können",NA,NA,NA,NA,NA,NA,NA,NA,NA
"383",383,"sein","VINF.Aux","sein",NA,NA,NA,NA,NA,NA,NA,NA,NA
"385",385,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"386",386,"ich","PRO.Pers.Subst.1.Nom.Sg.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"387",387,"habe","VFIN.Aux.1.Sg.Pres.Ind","haben",NA,NA,NA,NA,NA,NA,NA,NA,NA
"388",388,"sie","PRO.Pers.Subst.3.Acc.Sg.Fem","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"389",389,"auch","ADV","auch",NA,NA,NA,NA,NA,NA,NA,NA,NA
"390",390,"wirklich","ADJD.Pos","wirklich",NA,NA,NA,NA,NA,NA,NA,NA,NA
"391",391,"geliebt","VPP.Full.Psp","lieben",NA,NA,NA,NA,NA,NA,NA,NA,NA
"393",393,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"396",396,"Aber","CONJ.Coord","aber",NA,NA,NA,NA,NA,NA,NA,NA,NA
"397",397,"–","TRUNC.Noun","–",NA,NA,NA,NA,NA,NA,NA,NA,NA
"398",398,"ich","PRO.Pers.Subst.1.Nom.Sg.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"399",399,"habe","VFIN.Aux.1.Sg.Pres.Ind","haben",NA,NA,NA,NA,NA,NA,NA,NA,NA
"401",401,"!","SYM.Pun.Sent","!",NA,NA,NA,NA,NA,NA,NA,NA,NA
"404",404,"Der","ART.Def.Nom.Sg.Masc","die",NA,NA,NA,NA,NA,NA,NA,NA,NA
"405",405,"Maler","N.Reg.Nom.Sg.Masc","Maler",NA,NA,NA,NA,NA,NA,NA,NA,NA
"406",406,"Conti","N.Name.Nom.Sg.*","Conti",NA,NA,NA,NA,NA,NA,NA,NA,NA
"407",407,"will","VFIN.Mod.3.Sg.Pres.Ind","wollen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"408",408,"die","ART.Def.Acc.Sg.Fem","die",NA,NA,NA,NA,NA,NA,NA,NA,NA
"409",409,"Gnade","N.Reg.Acc.Sg.Fem","Gnade",NA,NA,NA,NA,NA,NA,NA,NA,NA
"410",410,"haben","VINF.Aux","haben",NA,NA,NA,NA,NA,NA,NA,NA,NA
"411",411,"–","FM","–",NA,NA,NA,NA,NA,NA,NA,NA,NA
"412",412,"–","FM","–",NA,NA,NA,NA,NA,NA,NA,NA,NA
"413",413,"Conti","N.Name.Nom.Sg.*","Conti",NA,NA,NA,NA,NA,NA,NA,NA,NA
"415",415,"?","SYM.Pun.Sent","?",NA,NA,NA,NA,NA,NA,NA,NA,NA
"418",418,"Recht","N.Reg.Nom.Sg.Neut","Recht",NA,NA,NA,NA,NA,NA,NA,NA,NA
"419",419,"wohl","ADV","wohl",NA,NA,NA,NA,NA,NA,NA,NA,NA
"421",421,";","SYM.Pun.Sent",";",NA,NA,NA,NA,NA,NA,NA,NA,NA
"422",422,"laßt","VIMP.Full.2.Pl","lassen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"423",423,"ihn","PRO.Pers.Subst.3.Acc.Sg.Masc","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"424",424,"herein","ADV","herein",NA,NA,NA,NA,NA,NA,NA,NA,NA
"425",425,"kommen","VFIN.Full.3.Pl.Pres.Ind","kommen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"427",427,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"428",428,"–","CARD","[number]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"429",429,"Das","PRO.Dem.Subst.Nom.Sg.Neut","die",NA,NA,NA,NA,NA,NA,NA,NA,NA
"430",430,"wird","VFIN.Aux.3.Sg.Pres.Ind","werden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"431",431,"mir","PRO.Pers.Subst.1.Dat.Sg.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"432",432,"andere","ADJA.Pos.Acc.Pl.Masc","ander",NA,NA,NA,NA,NA,NA,NA,NA,NA
"433",433,"Gedanken","N.Reg.Acc.Pl.Masc","Gedanke",NA,NA,NA,NA,NA,NA,NA,NA,NA
"434",434,"in","APPR","in",NA,NA,NA,NA,NA,NA,NA,NA,NA
"435",435,"den","ART.Def.Acc.Sg.Masc","die",NA,NA,NA,NA,NA,NA,NA,NA,NA
"436",436,"Kopf","N.Reg.Acc.Sg.Masc","Kopf",NA,NA,NA,NA,NA,NA,NA,NA,NA
"437",437,"bringen","VINF.Full","bringen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"439",439,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"440",440,"–","ADJA.Pos.Acc.Sg.Masc","–",NA,NA,NA,NA,NA,NA,NA,NA,NA
"441",441,"Guten","ADJA.Pos.Acc.Sg.Masc","gut",NA,NA,NA,NA,NA,NA,NA,NA,NA
"442",442,"Morgen","N.Reg.Acc.Sg.Masc","Morgen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"444",444,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"445",445,"Conti","N.Name.Nom.Sg.*","Conti",NA,NA,NA,NA,NA,NA,NA,NA,NA
"447",447,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"450",450,"Wie","PROADV.Inter","wie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"451",451,"leben","VFIN.Full.3.Pl.Pres.Ind","leben",NA,NA,NA,NA,NA,NA,NA,NA,NA
"452",452,"Sie","PRO.Pers.Subst.3.Nom.Pl.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"454",454,"?","SYM.Pun.Sent","?",NA,NA,NA,NA,NA,NA,NA,NA,NA
"457",457,"Was","PRO.Inter.Subst.Nom.Sg.Neut","was",NA,NA,NA,NA,NA,NA,NA,NA,NA
"458",458,"macht","VFIN.Full.3.Sg.Pres.Ind","machen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"459",459,"die","ART.Def.Acc.Sg.Fem","die",NA,NA,NA,NA,NA,NA,NA,NA,NA
"460",460,"Kunst","N.Reg.Acc.Sg.Fem","Kunst",NA,NA,NA,NA,NA,NA,NA,NA,NA
"462",462,"?","SYM.Pun.Sent","?",NA,NA,NA,NA,NA,NA,NA,NA,NA
"465",465,"Prinz","N.Reg.Nom.Sg.Masc","Prinz",NA,NA,NA,NA,NA,NA,NA,NA,NA
"467",467,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"468",468,"die","ART.Def.Nom.Sg.Fem","die",NA,NA,NA,NA,NA,NA,NA,NA,NA
"469",469,"Kunst","N.Reg.Nom.Sg.Fem","Kunst",NA,NA,NA,NA,NA,NA,NA,NA,NA
"470",470,"geht","VFIN.Full.3.Sg.Pres.Ind","gehen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"471",471,"nach","APPR","nach",NA,NA,NA,NA,NA,NA,NA,NA,NA
"472",472,"Brot","N.Reg.Dat.Sg.Neut","Brot",NA,NA,NA,NA,NA,NA,NA,NA,NA
"474",474,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"477",477,"Das","PRO.Dem.Subst.Acc.Sg.Neut","die",NA,NA,NA,NA,NA,NA,NA,NA,NA
"478",478,"muß","VFIN.Mod.3.Sg.Pres.Ind","müssen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"479",479,"sie","PRO.Pers.Subst.3.Nom.Sg.Fem","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"480",480,"nicht","PART.Neg","nicht",NA,NA,NA,NA,NA,NA,NA,NA,NA
"482",482,";","SYM.Pun.Sent",";",NA,NA,NA,NA,NA,NA,NA,NA,NA
"483",483,"das","PRO.Dem.Subst.Acc.Sg.Neut","die",NA,NA,NA,NA,NA,NA,NA,NA,NA
"484",484,"soll","VFIN.Mod.3.Sg.Pres.Ind","sollen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"485",485,"sie","PRO.Pers.Subst.3.Nom.Sg.Fem","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"486",486,"nicht","PART.Neg","nicht",NA,NA,NA,NA,NA,NA,NA,NA,NA
"488",488,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"489",489,"–","CARD","[number]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"490",490,"in","APPR","in",NA,NA,NA,NA,NA,NA,NA,NA,NA
"491",491,"meinem","PRO.Poss.Attr.Dat.Sg.Neut","meine",NA,NA,NA,NA,NA,NA,NA,NA,NA
"492",492,"kleinen","ADJA.Pos.Dat.Sg.Neut","klein",NA,NA,NA,NA,NA,NA,NA,NA,NA
"493",493,"Gebiete","N.Reg.Dat.Sg.Neut","Gebiet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"494",494,"gewiß","ADV","gewiß",NA,NA,NA,NA,NA,NA,NA,NA,NA
"495",495,"nicht","PART.Neg","nicht",NA,NA,NA,NA,NA,NA,NA,NA,NA
"497",497,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"498",498,"–","CARD","[number]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"499",499,"Aber","CONJ.Coord","aber",NA,NA,NA,NA,NA,NA,NA,NA,NA
"500",500,"der","ART.Def.Nom.Sg.Masc","die",NA,NA,NA,NA,NA,NA,NA,NA,NA
"501",501,"Künstler","N.Reg.Nom.Sg.Masc","Künstler",NA,NA,NA,NA,NA,NA,NA,NA,NA
"502",502,"muß","VFIN.Mod.3.Sg.Pres.Ind","müssen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"503",503,"auch","ADV","auch",NA,NA,NA,NA,NA,NA,NA,NA,NA
"504",504,"arbeiten","VINF.Full","arbeiten",NA,NA,NA,NA,NA,NA,NA,NA,NA
"505",505,"wollen","VINF.Mod","wollen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"507",507,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"510",510,"Arbeiten","N.Reg.Nom.Pl.Fem","Arbeit",NA,NA,NA,NA,NA,NA,NA,NA,NA
"512",512,"?","SYM.Pun.Sent","?",NA,NA,NA,NA,NA,NA,NA,NA,NA
"515",515,"Das","PRO.Dem.Subst.Nom.Sg.Neut","die",NA,NA,NA,NA,NA,NA,NA,NA,NA
"516",516,"ist","VFIN.Aux.3.Sg.Pres.Ind","sein",NA,NA,NA,NA,NA,NA,NA,NA,NA
"517",517,"seine","PRO.Poss.Attr.Nom.Sg.Fem","seine",NA,NA,NA,NA,NA,NA,NA,NA,NA
"518",518,"Lust","N.Reg.Nom.Sg.Fem","Lust",NA,NA,NA,NA,NA,NA,NA,NA,NA
"520",520,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"523",523,"Nur","ADV","nur",NA,NA,NA,NA,NA,NA,NA,NA,NA
"524",524,"zu","APPR","zu",NA,NA,NA,NA,NA,NA,NA,NA,NA
"525",525,"viel","ADV","viel",NA,NA,NA,NA,NA,NA,NA,NA,NA
"526",526,"arbeiten","VINF.Full","arbeiten",NA,NA,NA,NA,NA,NA,NA,NA,NA
"527",527,"müssen","VFIN.Mod.3.Pl.Pres.Ind","müssen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"529",529,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"530",530,"kann","VFIN.Mod.3.Sg.Pres.Ind","können",NA,NA,NA,NA,NA,NA,NA,NA,NA
"531",531,"ihn","PRO.Pers.Subst.3.Acc.Sg.Masc","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"532",532,"um","APPR","um",NA,NA,NA,NA,NA,NA,NA,NA,NA
"533",533,"den","ART.Def.Acc.Sg.Masc","die",NA,NA,NA,NA,NA,NA,NA,NA,NA
"534",534,"Namen","N.Reg.Acc.Sg.Masc","Name",NA,NA,NA,NA,NA,NA,NA,NA,NA
"535",535,"Künstler","N.Reg.Acc.Pl.Masc","Künstler",NA,NA,NA,NA,NA,NA,NA,NA,NA
"536",536,"bringen","VINF.Full","bringen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"538",538,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"541",541,"Ich","PRO.Pers.Subst.1.Nom.Sg.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"542",542,"meine","VFIN.Full.1.Sg.Pres.Ind","meinen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"543",543,"nicht","PART.Neg","nicht",NA,NA,NA,NA,NA,NA,NA,NA,NA
"544",544,"vieles","PRO.Indef.Subst.Nom.Sg.Neut","viele",NA,NA,NA,NA,NA,NA,NA,NA,NA
"546",546,";","SYM.Pun.Sent",";",NA,NA,NA,NA,NA,NA,NA,NA,NA
"547",547,"sondern","CONJ.Coord","sondern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"548",548,"viel","ADV","viel",NA,NA,NA,NA,NA,NA,NA,NA,NA
"550",550,":","SYM.Pun.Colon",":",NA,NA,NA,NA,NA,NA,NA,NA,NA
"551",551,"ein","ART.Indef.*.*.*","eine",NA,NA,NA,NA,NA,NA,NA,NA,NA
"552",552,"weniges","PRO.Indef.Subst.Nom.Sg.Neut","wenige",NA,NA,NA,NA,NA,NA,NA,NA,NA
"554",554,";","SYM.Pun.Sent",";",NA,NA,NA,NA,NA,NA,NA,NA,NA
"555",555,"aber","CONJ.Coord","aber",NA,NA,NA,NA,NA,NA,NA,NA,NA
"556",556,"mit","APPR","mit",NA,NA,NA,NA,NA,NA,NA,NA,NA
"557",557,"Fleiß","N.Reg.Dat.Sg.Masc","Fleiß",NA,NA,NA,NA,NA,NA,NA,NA,NA
"559",559,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"560",560,"–","CARD","[number]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"561",561,"Sie","PRO.Pers.Subst.3.Nom.Pl.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"562",562,"kommen","VFIN.Full.3.Pl.Pres.Ind","kommen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"563",563,"doch","ADV","doch",NA,NA,NA,NA,NA,NA,NA,NA,NA
"564",564,"nicht","PART.Neg","nicht",NA,NA,NA,NA,NA,NA,NA,NA,NA
"565",565,"leer","ADJD.Pos","leer",NA,NA,NA,NA,NA,NA,NA,NA,NA
"567",567,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"568",568,"Conti","N.Name.Nom.Sg.*","Conti",NA,NA,NA,NA,NA,NA,NA,NA,NA
"570",570,"?","SYM.Pun.Sent","?",NA,NA,NA,NA,NA,NA,NA,NA,NA
"573",573,"Ich","PRO.Pers.Subst.1.Nom.Sg.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"574",574,"bringe","VFIN.Full.1.Sg.Pres.Ind","bringen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"575",575,"das","ART.Def.Acc.Sg.Neut","die",NA,NA,NA,NA,NA,NA,NA,NA,NA
"576",576,"Porträt","N.Reg.Acc.Sg.Neut","Porträt",NA,NA,NA,NA,NA,NA,NA,NA,NA
"578",578,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"579",579,"welches","PRO.Rel.Subst.Acc.Sg.Neut","welche",NA,NA,NA,NA,NA,NA,NA,NA,NA
"580",580,"Sie","PRO.Pers.Subst.3.Nom.Pl.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"581",581,"mir","PRO.Pers.Subst.1.Dat.Sg.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"582",582,"befohlen","VPP.Full.Psp","befehlen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"583",583,"haben","VFIN.Aux.3.Pl.Pres.Ind","haben",NA,NA,NA,NA,NA,NA,NA,NA,NA
"585",585,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"586",586,"gnädiger","ADJA.Pos.Nom.Sg.Masc","gnädig",NA,NA,NA,NA,NA,NA,NA,NA,NA
"587",587,"Herr","N.Reg.Nom.Sg.Masc","Herr",NA,NA,NA,NA,NA,NA,NA,NA,NA
"589",589,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"592",592,"Und","CONJ.Coord","und",NA,NA,NA,NA,NA,NA,NA,NA,NA
"593",593,"bringe","VFIN.Full.3.Sg.Pres.Subj","bringen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"594",594,"noch","ADV","noch",NA,NA,NA,NA,NA,NA,NA,NA,NA
"595",595,"eines","PRO.Indef.Subst.Acc.Sg.Neut","eine",NA,NA,NA,NA,NA,NA,NA,NA,NA
"597",597,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"598",598,"welches","PRO.Rel.Subst.Acc.Sg.Neut","welche",NA,NA,NA,NA,NA,NA,NA,NA,NA
"599",599,"Sie","PRO.Pers.Subst.3.Nom.Pl.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"600",600,"mir","PRO.Pers.Subst.1.Dat.Sg.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"601",601,"nicht","PART.Neg","nicht",NA,NA,NA,NA,NA,NA,NA,NA,NA
"602",602,"befohlen","ADJD.Pos","befohlen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"604",604,":","SYM.Pun.Colon",":",NA,NA,NA,NA,NA,NA,NA,NA,NA
"605",605,"aber","ADV","aber",NA,NA,NA,NA,NA,NA,NA,NA,NA
"606",606,"weil","CONJ.SubFin","weil",NA,NA,NA,NA,NA,NA,NA,NA,NA
"607",607,"es","PRO.Pers.Subst.3.Nom.Sg.Neut","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"608",608,"gesehen","VPP.Full.Psp","sehen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"609",609,"zu","PART.Zu","zu",NA,NA,NA,NA,NA,NA,NA,NA,NA
"610",610,"werden","VINF.Aux","werden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"611",611,"verdienet","VFIN.Full.2.Pl.Pres.Subj","verdienen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"612",612,"–","TRUNC.Noun","–",NA,NA,NA,NA,NA,NA,NA,NA,NA
"613",613,"Jenes","PRO.Dem.Subst.Nom.Sg.Neut","jene",NA,NA,NA,NA,NA,NA,NA,NA,NA
"614",614,"ist","VFIN.Aux.3.Sg.Pres.Ind","sein",NA,NA,NA,NA,NA,NA,NA,NA,NA
"616",616,"?","SYM.Pun.Sent","?",NA,NA,NA,NA,NA,NA,NA,NA,NA
"617",617,"–","CARD","[number]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"618",618,"Kann","VFIN.Mod.3.Sg.Pres.Ind","können",NA,NA,NA,NA,NA,NA,NA,NA,NA
"619",619,"ich","PRO.Pers.Subst.1.Nom.Sg.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"620",620,"mich","PRO.Refl.Subst.1.Acc.Sg.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"621",621,"doch","ADV","doch",NA,NA,NA,NA,NA,NA,NA,NA,NA
"622",622,"kaum","ADV","kaum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"623",623,"erinnern","VINF.Full","erinnern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"624",624,"–","FM","–",NA,NA,NA,NA,NA,NA,NA,NA,NA
"625",625,"Die","ART.Def.Nom.Sg.Fem","die",NA,NA,NA,NA,NA,NA,NA,NA,NA
"626",626,"Gräfin","N.Reg.Nom.Sg.Fem","Gräfin",NA,NA,NA,NA,NA,NA,NA,NA,NA
"627",627,"Orsina","N.Name.Nom.Sg.Fem","Orsina",NA,NA,NA,NA,NA,NA,NA,NA,NA
"629",629,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"632",632,"Wahr","ADJD.Pos","wahr",NA,NA,NA,NA,NA,NA,NA,NA,NA
"634",634,"!","SYM.Pun.Sent","!",NA,NA,NA,NA,NA,NA,NA,NA,NA
"635",635,"–","CARD","[number]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"636",636,"Der","ART.Def.Nom.Sg.Masc","die",NA,NA,NA,NA,NA,NA,NA,NA,NA
"637",637,"Auftrag","N.Reg.Nom.Sg.Masc","Auftrag",NA,NA,NA,NA,NA,NA,NA,NA,NA
"638",638,"ist","VFIN.Aux.3.Sg.Pres.Ind","sein",NA,NA,NA,NA,NA,NA,NA,NA,NA
"639",639,"nur","ADV","nur",NA,NA,NA,NA,NA,NA,NA,NA,NA
"640",640,"ein","ART.Indef.*.*.*","eine",NA,NA,NA,NA,NA,NA,NA,NA,NA
"641",641,"wenig","PRO.Indef.Subst.*.*.*","wenig",NA,NA,NA,NA,NA,NA,NA,NA,NA
"642",642,"von","APPR","von",NA,NA,NA,NA,NA,NA,NA,NA,NA
"643",643,"lange","ADV","lange",NA,NA,NA,NA,NA,NA,NA,NA,NA
"644",644,"her","APZR","her",NA,NA,NA,NA,NA,NA,NA,NA,NA
"646",646,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"649",649,"Unsere","PRO.Poss.Attr.Nom.Pl.Fem","unsre",NA,NA,NA,NA,NA,NA,NA,NA,NA
"650",650,"schönen","ADJA.Pos.Nom.Pl.Fem","schön",NA,NA,NA,NA,NA,NA,NA,NA,NA
"651",651,"Damen","N.Reg.Nom.Pl.Fem","Dame",NA,NA,NA,NA,NA,NA,NA,NA,NA
"652",652,"sind","VFIN.Aux.3.Pl.Pres.Ind","sein",NA,NA,NA,NA,NA,NA,NA,NA,NA
"653",653,"nicht","PART.Neg","nicht",NA,NA,NA,NA,NA,NA,NA,NA,NA
"654",654,"alle","PRO.Indef.Attr.Nom.Pl.Masc","alle",NA,NA,NA,NA,NA,NA,NA,NA,NA
"655",655,"Tage","N.Reg.Nom.Pl.Masc","Tag",NA,NA,NA,NA,NA,NA,NA,NA,NA
"656",656,"zum","PART.Zu","zum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"657",657,"Malen","VINF.Full","malen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"659",659,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"662",662,"Die","ART.Def.Nom.Sg.Fem","die",NA,NA,NA,NA,NA,NA,NA,NA,NA
"663",663,"Gräfin","N.Reg.Nom.Sg.Fem","Gräfin",NA,NA,NA,NA,NA,NA,NA,NA,NA
"664",664,"hat","VFIN.Aux.3.Sg.Pres.Ind","haben",NA,NA,NA,NA,NA,NA,NA,NA,NA
"666",666,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"667",667,"seit","APPR","seit",NA,NA,NA,NA,NA,NA,NA,NA,NA
"668",668,"drei","CARD","drei",NA,NA,NA,NA,NA,NA,NA,NA,NA
"669",669,"Monaten","N.Reg.Dat.Pl.Masc","Monat",NA,NA,NA,NA,NA,NA,NA,NA,NA
"671",671,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"672",672,"gerade","ADV","gerade",NA,NA,NA,NA,NA,NA,NA,NA,NA
"673",673,"Einmal","ADV","einmal",NA,NA,NA,NA,NA,NA,NA,NA,NA
"674",674,"sich","PRO.Refl.Subst.3.Acc.Pl.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"675",675,"entschließen","VINF.Full","entschließen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"676",676,"können","VFIN.Mod.3.Pl.Pres.Ind","können",NA,NA,NA,NA,NA,NA,NA,NA,NA
"678",678,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"679",679,"zu","PART.Zu","zu",NA,NA,NA,NA,NA,NA,NA,NA,NA
"680",680,"sitzen","VINF.Full","sitzen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"682",682,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"685",685,"Wo","PROADV.Inter","wo",NA,NA,NA,NA,NA,NA,NA,NA,NA
"686",686,"sind","VFIN.Aux.3.Pl.Pres.Ind","sein",NA,NA,NA,NA,NA,NA,NA,NA,NA
"687",687,"die","ART.Def.Nom.Pl.Neut","die",NA,NA,NA,NA,NA,NA,NA,NA,NA
