"","row","cpt","pb","pb2","man","tei1"
"309",309,"Thal.
In welcher Absicht?","Thal. In welcher Absicht?","<sp who=""#thal""><speaker>Thal</speaker><p>In welcher Absicht?</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>In welcher Absicht?</p></sp>"
"310",310,"Michel.
Das weiß ich nicht. Er mag wohl ein Liebhaber
von Feuersbrünsten seyn.","Michel. Das weiß ich nicht. Er mag wohl ein Liebhaber von Feuersbrünsten seyn.","<sp who=""#michel""><speaker>Michel</speaker><p>Das weiß ich nicht. Er mag wohl ein Liebhaber von Feuersbrünsten seyn.</p></sp>","","<sp who=""#michel""><speaker>Michel</speaker><p>Das weiß ich nicht. Er mag wohl ein Liebhaber von Feuersbrünsten seyn.</p></sp>"
"311",311,"Thal.
Halt, es geht mir ein Licht auf. Die Scheune
liegt außer den Gränzen dieses Dorfes?","Thal. Halt, es geht mir ein Licht auf. Die Scheune liegt außer den Gränzen dieses Dorfes? [106] ","<sp who=""#thal""><speaker>Thal</speaker><p>Halt, es geht mir ein Licht auf. Die Scheune liegt außer den Gränzen dieses Dorfes? <pb no=""106""/> </p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Halt, es geht mir ein Licht auf. Die Scheune liegt außer den Gränzen dieses Dorfes? <pb no=""106""/> </p></sp>"
"312",312,"[106] Michel.
Freilich. Für den nächsten Gutsbesitzer habe ich
dort Ziegel streichen müssen.","Michel. Freilich. Für den nächsten Gutsbesitzer habe ich dort Ziegel streichen müssen.","<sp who=""#michel""><speaker>Michel</speaker><p>Freilich. Für den nächsten Gutsbesitzer habe ich dort Ziegel streichen müssen.</p></sp>","","<sp who=""#michel""><speaker>Michel</speaker><p>Freilich. Für den nächsten Gutsbesitzer habe ich dort Ziegel streichen müssen.</p></sp>"
"313",313,"Thal.
Ich weiß genug. Jetzt geh.","Thal. Ich weiß genug. Jetzt geh.","<sp who=""#thal""><speaker>Thal</speaker><p>Ich weiß genug. Jetzt geh.</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Ich weiß genug. Jetzt geh.</p></sp>"
"314",314,"Michel.
Wenn Ew. Gnaden etwa auch Belieben tragen,
eine Ziegelscheune brennen zu sehen? ich habe deren
noch an verschiedenen Orten.","Michel. Wenn Ew. Gnaden etwa auch Belieben tragen, eine Ziegelscheune brennen zu sehen? ich habe deren noch an verschiedenen Orten.","<sp who=""#michel""><speaker>Michel</speaker><p>Wenn Ew. Gnaden etwa auch Belieben tragen, eine Ziegelscheune brennen zu sehen? ich habe deren noch an verschiedenen Orten.</p></sp>","","<sp who=""#michel""><speaker>Michel</speaker><p>Wenn Ew. Gnaden etwa auch Belieben tragen, eine Ziegelscheune brennen zu sehen? ich habe deren noch an verschiedenen Orten.</p></sp>"
"315",315,"Thal.
Ich sehe den Rittmeister kommen. Pack Dich fort.","Thal. Ich sehe den Rittmeister kommen. Pack Dich fort.","<sp who=""#thal""><speaker>Thal</speaker><p>Ich sehe den Rittmeister kommen. Pack Dich fort.</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Ich sehe den Rittmeister kommen. Pack Dich fort.</p></sp>"
"316",316,"Michel.
Für hundert Dukaten stecke ich sie alle in Brand.
(ab.)","Michel. Für hundert Dukaten stecke ich sie alle in Brand. (ab.)","<sp who=""#michel""><speaker>Michel</speaker><p>Für hundert Dukaten stecke ich sie alle in Brand. (ab.)</p></sp>","","<sp who=""#michel""><speaker>Michel</speaker><p>Für hundert Dukaten stecke ich sie alle in Brand. (ab.)</p></sp>"
"317",317,"Thal.
Ich werde mich stellen, als wär’ ich nichts gewahr
geworden. (Er nimmt eine nachdenkende Stellung an.)","Thal. Ich werde mich stellen, als wär’ ich nichts gewahr geworden. (Er nimmt eine nachdenkende Stellung an.)","<sp who=""#thal""><speaker>Thal</speaker><p>Ich werde mich stellen, als wär’ ich nichts gewahr geworden. (Er nimmt eine nachdenkende Stellung an.)</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Ich werde mich stellen, als wär’ ich nichts gewahr geworden. (Er nimmt eine nachdenkende Stellung an.)</p></sp></div>"
"318",318,"","","","",NA
"319",319,"Dreizehnte Scene.","Dreizehnte Scene.","Dreizehnte Scene.","",NA
"320",320,"Dreizehnte Scene.","Dreizehnte Scene.","<div type=""scene""><head>Dreizehnte Scene.</head>","","<div type=""scene""><head>Dreizehnte Scene.</head>"
"321",321,"Blum. Thal.","Blum. Thal.","Blum. Thal.","",NA
"322",322,"Blum. Thal.","Blum. Thal.","<stage>Blum. Thal.</stage>","","<stage>Blum. Thal.</stage>"
"323",323,"Blum (hinter sich rufend).
Geschwind! mein Pferd gesattelt – mache Lärm
im Dorfe – laß die Sturmglocke läuten.","Blum (hinter sich rufend). Geschwind! mein Pferd gesattelt – mache Lärm im Dorfe – laß die Sturmglocke läuten. [107] ","<sp who=""#blum""><speaker>Blum</speaker><stage>(hinter sich rufend).</stage><p> Geschwind! mein Pferd gesattelt – mache Lärm im Dorfe – laß die Sturmglocke läuten. <pb no=""107""/> </p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><stage>(hinter sich rufend).</stage><p> Geschwind! mein Pferd gesattelt – mache Lärm im Dorfe – laß die Sturmglocke läuten. <pb no=""107""/> </p></sp>"
"324",324,"[107] Thal.
Was gibts, Herr Bruder?","Thal. Was gibts, Herr Bruder?","<sp who=""#thal""><speaker>Thal</speaker><p>Was gibts, Herr Bruder?</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Was gibts, Herr Bruder?</p></sp>"
"325",325,"Blum.
Mein Gott, siehst Du denn nicht? die gewaltige
Feuersbrunst.","Blum. Mein Gott, siehst Du denn nicht? die gewaltige Feuersbrunst.","<sp who=""#blum""><speaker>Blum</speaker><p>Mein Gott, siehst Du denn nicht? die gewaltige Feuersbrunst.</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Mein Gott, siehst Du denn nicht? die gewaltige Feuersbrunst.</p></sp>"
"326",326,"Thal.
Ja, wahrhaftig.","Thal. Ja, wahrhaftig.","<sp who=""#thal""><speaker>Thal</speaker><p>Ja, wahrhaftig.</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Ja, wahrhaftig.</p></sp>"
"327",327,"Blum.
Ein ganzes Dorf scheint in Flammen zu stehen.","Blum. Ein ganzes Dorf scheint in Flammen zu stehen.","<sp who=""#blum""><speaker>Blum</speaker><p>Ein ganzes Dorf scheint in Flammen zu stehen.</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Ein ganzes Dorf scheint in Flammen zu stehen.</p></sp>"
"328",328,"Thal.
Ums Himmels willen, man muß helfen, man muß
retten.","Thal. Ums Himmels willen, man muß helfen, man muß retten.","<sp who=""#thal""><speaker>Thal</speaker><p>Ums Himmels willen, man muß helfen, man muß retten.</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Ums Himmels willen, man muß helfen, man muß retten.</p></sp>"
"329",329,"Blum.
Darum lasse ich eben mein Perd satteln. Geschwind!
thue ein Gleiches.","Blum. Darum lasse ich eben mein Perd satteln. Geschwind! thue ein Gleiches.","<sp who=""#blum""><speaker>Blum</speaker><p>Darum lasse ich eben mein Perd satteln. Geschwind! thue ein Gleiches.</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Darum lasse ich eben mein Perd satteln. Geschwind! thue ein Gleiches.</p></sp>"
"330",330,"Thal.
Das versteht sich. Man liest jetzt so oft in den
Zeitungen, von großmüthigem Militair, welches bei
Feuersbrünsten Wunder gethan hat –","Thal. Das versteht sich. Man liest jetzt so oft in den Zeitungen, von großmüthigem Militair, welches bei Feuersbrünsten Wunder gethan hat –","<sp who=""#thal""><speaker>Thal</speaker><p>Das versteht sich. Man liest jetzt so oft in den Zeitungen, von großmüthigem Militair, welches bei Feuersbrünsten Wunder gethan hat –</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Das versteht sich. Man liest jetzt so oft in den Zeitungen, von großmüthigem Militair, welches bei Feuersbrünsten Wunder gethan hat –</p></sp>"
"331",331,"Blum.
Eben deswegen, wir wollen uns auch hervorthun.","Blum. Eben deswegen, wir wollen uns auch hervorthun. [108] ","<sp who=""#blum""><speaker>Blum</speaker><p>Eben deswegen, wir wollen uns auch hervorthun. <pb no=""108""/> </p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Eben deswegen, wir wollen uns auch hervorthun. <pb no=""108""/> </p></sp>"
"332",332,"[108] Thal.
Und wenn auch nicht wegen der Zeitungen, die
Menschlichkeit befiehlt.","Thal. Und wenn auch nicht wegen der Zeitungen, die Menschlichkeit befiehlt.","<sp who=""#thal""><speaker>Thal</speaker><p>Und wenn auch nicht wegen der Zeitungen, die Menschlichkeit befiehlt.</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Und wenn auch nicht wegen der Zeitungen, die Menschlichkeit befiehlt.</p></sp>"
"333",333,"Blum.
Ja wohl, die Menschlichkeit. Mach nur fort.","Blum. Ja wohl, die Menschlichkeit. Mach nur fort.","<sp who=""#blum""><speaker>Blum</speaker><p>Ja wohl, die Menschlichkeit. Mach nur fort.</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Ja wohl, die Menschlichkeit. Mach nur fort.</p></sp>"
"334",334,"Thal.
Es ist so süß, Bedrängten beizustehen.","Thal. Es ist so süß, Bedrängten beizustehen.","<sp who=""#thal""><speaker>Thal</speaker><p>Es ist so süß, Bedrängten beizustehen.</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Es ist so süß, Bedrängten beizustehen.</p></sp>"
"335",335,"Blum.
Es ist ein himmlisches Vergnügen.","Blum. Es ist ein himmlisches Vergnügen.","<sp who=""#blum""><speaker>Blum</speaker><p>Es ist ein himmlisches Vergnügen.</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Es ist ein himmlisches Vergnügen.</p></sp>"
"336",336,"Thal.
Ein Kind aus den Flammen zu retten –","Thal. Ein Kind aus den Flammen zu retten –","<sp who=""#thal""><speaker>Thal</speaker><p>Ein Kind aus den Flammen zu retten –</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Ein Kind aus den Flammen zu retten –</p></sp>"
"337",337,"Blum.
Es der verzweifelnden Mutter zu bringen –","Blum. Es der verzweifelnden Mutter zu bringen –","<sp who=""#blum""><speaker>Blum</speaker><p>Es der verzweifelnden Mutter zu bringen –</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Es der verzweifelnden Mutter zu bringen –</p></sp>"
"338",338,"Thal.
Das Stammeln ihres Dankes zu vernehmen –","Thal. Das Stammeln ihres Dankes zu vernehmen –","<sp who=""#thal""><speaker>Thal</speaker><p>Das Stammeln ihres Dankes zu vernehmen –</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Das Stammeln ihres Dankes zu vernehmen –</p></sp>"
"339",339,"Blum.
Aber wenn Du nicht bald gehst, so können unterdessen
ein Dutzend Kinder verbrennen.","Blum. Aber wenn Du nicht bald gehst, so können unterdessen ein Dutzend Kinder verbrennen.","<sp who=""#blum""><speaker>Blum</speaker><p>Aber wenn Du nicht bald gehst, so können unterdessen ein Dutzend Kinder verbrennen.</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Aber wenn Du nicht bald gehst, so können unterdessen ein Dutzend Kinder verbrennen.</p></sp>"
"340",340,"Thal.
Reite nur voraus, ich komme den Augenblick nach.","Thal. Reite nur voraus, ich komme den Augenblick nach.","<sp who=""#thal""><speaker>Thal</speaker><p>Reite nur voraus, ich komme den Augenblick nach.</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Reite nur voraus, ich komme den Augenblick nach.</p></sp>"
"341",341,"Blum.
Ich kann mich unmöglich entschließen, den Ruhm
allein zu ernten.","Blum. Ich kann mich unmöglich entschließen, den Ruhm allein zu ernten. [109] ","<sp who=""#blum""><speaker>Blum</speaker><p>Ich kann mich unmöglich entschließen, den Ruhm allein zu ernten. <pb no=""109""/> </p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Ich kann mich unmöglich entschließen, den Ruhm allein zu ernten. <pb no=""109""/> </p></sp>"
"342",342,"[109] Thal.
Der Ruhm meines Freundes erweckt keinen Neid
in mir.","Thal. Der Ruhm meines Freundes erweckt keinen Neid in mir.","<sp who=""#thal""><speaker>Thal</speaker><p>Der Ruhm meines Freundes erweckt keinen Neid in mir.</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Der Ruhm meines Freundes erweckt keinen Neid in mir.</p></sp>"
"343",343,"Blum.
Aber ich begreife nicht, daß ein so mitleidiges Herz,
wie das Deinige, Dir noch zu zögern erlaubt?","Blum. Aber ich begreife nicht, daß ein so mitleidiges Herz, wie das Deinige, Dir noch zu zögern erlaubt?","<sp who=""#blum""><speaker>Blum</speaker><p>Aber ich begreife nicht, daß ein so mitleidiges Herz, wie das Deinige, Dir noch zu zögern erlaubt?</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Aber ich begreife nicht, daß ein so mitleidiges Herz, wie das Deinige, Dir noch zu zögern erlaubt?</p></sp>"
"344",344,"Thal.
Ich muß Dir nur sagen, Herr Bruder, mein Herz
steht selber in lichten Flammen, das ist eine Feuersbrunst,
die mich näher angeht. Es thut mir leid um
Deine Dukaten, aber wenn auch alle Ziegelscheunen in
der ganzen Nachbarschaft brennten, so ginge ich nicht
von der Stelle. Hahaha! (ab.)","Thal. Ich muß Dir nur sagen, Herr Bruder, mein Herz steht selber in lichten Flammen, das ist eine Feuersbrunst, die mich näher angeht. Es thut mir leid um Deine Dukaten, aber wenn auch alle Ziegelscheunen in der ganzen Nachbarschaft brennten, so ginge ich nicht von der Stelle. Hahaha! (ab.)","<sp who=""#thal""><speaker>Thal</speaker><p>Ich muß Dir nur sagen, Herr Bruder, mein Herz steht selber in lichten Flammen, das ist eine Feuersbrunst, die mich näher angeht. Es thut mir leid um Deine Dukaten, aber wenn auch alle Ziegelscheunen in der ganzen Nachbarschaft brennten, so ginge ich nicht von der Stelle. Hahaha! (ab.)</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Ich muß Dir nur sagen, Herr Bruder, mein Herz steht selber in lichten Flammen, das ist eine Feuersbrunst, die mich näher angeht. Es thut mir leid um Deine Dukaten, aber wenn auch alle Ziegelscheunen in der ganzen Nachbarschaft brennten, so ginge ich nicht von der Stelle. Hahaha! (ab.)</p></sp>"
"345",345,"Blum.
Verdammt! ich bin verrathen. – Doch man muß
den Muth nicht sinken lassen. Vielleicht glaubt er sich
nun sicher, und allen meinen Fallstricken entgangen.","Blum. Verdammt! ich bin verrathen. – Doch man muß den Muth nicht sinken lassen. Vielleicht glaubt er sich nun sicher, und allen meinen Fallstricken entgangen.","<sp who=""#blum""><speaker>Blum</speaker><p>Verdammt! ich bin verrathen. – Doch man muß den Muth nicht sinken lassen. Vielleicht glaubt er sich nun sicher, und allen meinen Fallstricken entgangen.</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Verdammt! ich bin verrathen. – Doch man muß den Muth nicht sinken lassen. Vielleicht glaubt er sich nun sicher, und allen meinen Fallstricken entgangen.</p></sp></div>"
"346",346,"","","","",NA
"347",347,"Vierzehnte Scene.","Vierzehnte Scene.","Vierzehnte Scene.","",NA
"348",348,"Vierzehnte Scene.","Vierzehnte Scene.","<div type=""scene""><head>Vierzehnte Scene.</head>","","<div type=""scene""><head>Vierzehnte Scene.</head>"
"349",349,"Wilhelmine erscheint auf dem Balcon. Blum.","Wilhelmine erscheint auf dem Balcon. Blum.","Wilhelmine erscheint auf dem Balcon. Blum.","",NA
"350",350,"Wilhelmine erscheint auf dem Balcon. Blum.","Wilhelmine erscheint auf dem Balcon. Blum.","<stage>Wilhelmine erscheint auf dem Balcon. Blum.</stage>","","<stage>Wilhelmine erscheint auf dem Balcon. Blum.</stage>"
"351",351,"Wilhelmine.
Guten Abend, Herr Rittmeister. So allein?","Wilhelmine. Guten Abend, Herr Rittmeister. So allein? [110] ","<sp who=""#wilhelmine""><speaker>Wilhelmine</speaker><p>Guten Abend, Herr Rittmeister. So allein? <pb no=""110""/> </p></sp>","","<sp who=""#wilhelmine""><speaker>Wilhelmine</speaker><p>Guten Abend, Herr Rittmeister. So allein? <pb no=""110""/> </p></sp>"
"352",352,"[110] Blum.
Ach, mein Fräulein! ich bin nie allein. Ihr Bild
umschwebt mich, wo ich gehe und stehe.","Blum. Ach, mein Fräulein! ich bin nie allein. Ihr Bild umschwebt mich, wo ich gehe und stehe.","<sp who=""#blum""><speaker>Blum</speaker><p>Ach, mein Fräulein! ich bin nie allein. Ihr Bild umschwebt mich, wo ich gehe und stehe.</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Ach, mein Fräulein! ich bin nie allein. Ihr Bild umschwebt mich, wo ich gehe und stehe.</p></sp>"
"353",353,"Wilhelmine.
Dann muß es Ihnen am Ende sehr lästig werden.","Wilhelmine. Dann muß es Ihnen am Ende sehr lästig werden.","<sp who=""#wilhelmine""><speaker>Wilhelmine</speaker><p>Dann muß es Ihnen am Ende sehr lästig werden.</p></sp>","","<sp who=""#wilhelmine""><speaker>Wilhelmine</speaker><p>Dann muß es Ihnen am Ende sehr lästig werden.</p></sp>"
"354",354,"Blum.
Freilich würd’ ich es lieber gegen das Original
vertauschen.","Blum. Freilich würd’ ich es lieber gegen das Original vertauschen.","<sp who=""#blum""><speaker>Blum</speaker><p>Freilich würd’ ich es lieber gegen das Original vertauschen.</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Freilich würd’ ich es lieber gegen das Original vertauschen.</p></sp>"
"355",355,"Wilhelmine.
Das Original hat keinen Willen, sondern ist der
Preis des Siegers.","Wilhelmine. Das Original hat keinen Willen, sondern ist der Preis des Siegers.","<sp who=""#wilhelmine""><speaker>Wilhelmine</speaker><p>Das Original hat keinen Willen, sondern ist der Preis des Siegers.</p></sp>","","<sp who=""#wilhelmine""><speaker>Wilhelmine</speaker><p>Das Original hat keinen Willen, sondern ist der Preis des Siegers.</p></sp>"
"356",356,"Blum.
Ach, wer doch schon Victoria rufen könnte! aber
wir sind beide so verzweifelt auf unserer Hut, daß die
Neckerei noch lange währen kann.","Blum. Ach, wer doch schon Victoria rufen könnte! aber wir sind beide so verzweifelt auf unserer Hut, daß die Neckerei noch lange währen kann.","<sp who=""#blum""><speaker>Blum</speaker><p>Ach, wer doch schon Victoria rufen könnte! aber wir sind beide so verzweifelt auf unserer Hut, daß die Neckerei noch lange währen kann.</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Ach, wer doch schon Victoria rufen könnte! aber wir sind beide so verzweifelt auf unserer Hut, daß die Neckerei noch lange währen kann.</p></sp>"
"357",357,"Wilhelmine.
Ich bin entschlossen, es geduldig abzuwarten.","Wilhelmine. Ich bin entschlossen, es geduldig abzuwarten.","<sp who=""#wilhelmine""><speaker>Wilhelmine</speaker><p>Ich bin entschlossen, es geduldig abzuwarten.</p></sp>","","<sp who=""#wilhelmine""><speaker>Wilhelmine</speaker><p>Ich bin entschlossen, es geduldig abzuwarten.</p></sp>"
"358",358,"Blum.
Ja Sie, Sie haben ein Herz von Stein und eine
Brust von Marmor.","Blum. Ja Sie, Sie haben ein Herz von Stein und eine Brust von Marmor.","<sp who=""#blum""><speaker>Blum</speaker><p>Ja Sie, Sie haben ein Herz von Stein und eine Brust von Marmor.</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Ja Sie, Sie haben ein Herz von Stein und eine Brust von Marmor.</p></sp>"
"359",359,"Wilhelmine.
Ich mach’ es wie die Herrenhuter: was das Loos
mir zuwirft, empfang’ ich mit Ergebung.","Wilhelmine. Ich mach’ es wie die Herrenhuter: was das Loos mir zuwirft, empfang’ ich mit Ergebung. [111]","<sp who=""#wilhelmine""><speaker>Wilhelmine</speaker><p>Ich mach’ es wie die Herrenhuter: was das Loos mir zuwirft, empfang’ ich mit Ergebung. <pb no=""111""/></p></sp>","","<sp who=""#wilhelmine""><speaker>Wilhelmine</speaker><p>Ich mach’ es wie die Herrenhuter: was das Loos mir zuwirft, empfang’ ich mit Ergebung. <pb no=""111""/></p></sp></div>"
"360",360,"[111]","","","",NA
"361",361,"Funfzehnte Scene.","Funfzehnte Scene.","Funfzehnte Scene.","",NA
"362",362,"Funfzehnte Scene.","Funfzehnte Scene.","<div type=""scene""><head>Funfzehnte Scene.</head>","","<div type=""scene""><head>Funfzehnte Scene.</head>"
"363",363,"Zauser. Die Vorigen.","Zauser. Die Vorigen.","Zauser. Die Vorigen.","",NA
"364",364,"Zauser. Die Vorigen.","Zauser. Die Vorigen.","<stage>Zauser. Die Vorigen.</stage>","","<stage>Zauser. Die Vorigen.</stage>"
"365",365,"Zauser (athemlos, ohne das Fräulein gewahr zu werden).
Ach, gnädiger Herr! ich bin des Todes!","Zauser (athemlos, ohne das Fräulein gewahr zu werden). Ach, gnädiger Herr! ich bin des Todes!","<sp who=""#zauser""><speaker>Zauser</speaker><stage>(athemlos, ohne das Fräulein gewahr zu werden).</stage><p> Ach, gnädiger Herr! ich bin des Todes!</p></sp>","","<sp who=""#zauser""><speaker>Zauser</speaker><stage>(athemlos, ohne das Fräulein gewahr zu werden).</stage><p> Ach, gnädiger Herr! ich bin des Todes!</p></sp>"
"366",366,"Blum.
Dabei ist wenig verloren.","Blum. Dabei ist wenig verloren.","<sp who=""#blum""><speaker>Blum</speaker><p>Dabei ist wenig verloren.</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Dabei ist wenig verloren.</p></sp>"
"367",367,"Zauser.
Sie werden aber sogleich auch des Todes seyn.","Zauser. Sie werden aber sogleich auch des Todes seyn.","<sp who=""#zauser""><speaker>Zauser</speaker><p>Sie werden aber sogleich auch des Todes seyn.</p></sp>","","<sp who=""#zauser""><speaker>Zauser</speaker><p>Sie werden aber sogleich auch des Todes seyn.</p></sp>"
"368",368,"Blum.
Ist etwa die Pest wieder ausgebrochen?","Blum. Ist etwa die Pest wieder ausgebrochen?","<sp who=""#blum""><speaker>Blum</speaker><p>Ist etwa die Pest wieder ausgebrochen?</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Ist etwa die Pest wieder ausgebrochen?</p></sp>"
"369",369,"Zauser.
Nein, er hat sie entführt.","Zauser. Nein, er hat sie entführt.","<sp who=""#zauser""><speaker>Zauser</speaker><p>Nein, er hat sie entführt.</p></sp>","","<sp who=""#zauser""><speaker>Zauser</speaker><p>Nein, er hat sie entführt.</p></sp>"
"370",370,"Blum.
Wer? wen?","Blum. Wer? wen?","<sp who=""#blum""><speaker>Blum</speaker><p>Wer? wen?</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Wer? wen?</p></sp>"
"371",371,"Zauser.
Der Herr Hauptmann das gnädige Fräulein.","Zauser. Der Herr Hauptmann das gnädige Fräulein.","<sp who=""#zauser""><speaker>Zauser</speaker><p>Der Herr Hauptmann das gnädige Fräulein.</p></sp>","","<sp who=""#zauser""><speaker>Zauser</speaker><p>Der Herr Hauptmann das gnädige Fräulein.</p></sp>"
"372",372,"Blum.
So?","Blum. So?","<sp who=""#blum""><speaker>Blum</speaker><p>So?</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>So?</p></sp>"
"373",373,"Zauser.
Springen Sie schnell auf Ihren Klepper, setzen Sie
ihm nach, vielleicht holen Sie ihn noch ein.","Zauser. Springen Sie schnell auf Ihren Klepper, setzen Sie ihm nach, vielleicht holen Sie ihn noch ein. [112] ","<sp who=""#zauser""><speaker>Zauser</speaker><p>Springen Sie schnell auf Ihren Klepper, setzen Sie ihm nach, vielleicht holen Sie ihn noch ein. <pb no=""112""/> </p></sp>","","<sp who=""#zauser""><speaker>Zauser</speaker><p>Springen Sie schnell auf Ihren Klepper, setzen Sie ihm nach, vielleicht holen Sie ihn noch ein. <pb no=""112""/> </p></sp>"
"374",374,"[112] Blum.
Hast Du selber gesehn?","Blum. Hast Du selber gesehn?","<sp who=""#blum""><speaker>Blum</speaker><p>Hast Du selber gesehn?</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Hast Du selber gesehn?</p></sp>"
"375",375,"Zauser.
Mit meinen eignen Augen. Seitdem Sie mir befohlen
haben, zu spioniren, seh’ ich Alles. Das Fräulein
ging spazieren auf dem Hügel an der Landstraße,
hinter dem Hügel lauerte der Hauptmann mit einer
Postschaise – plötzlich sprang er hervor, hob das
Fräulein in den Wagen und fort ging es im gestrecktem
Galopp.","Zauser. Mit meinen eignen Augen. Seitdem Sie mir befohlen haben, zu spioniren, seh’ ich Alles. Das Fräulein ging spazieren auf dem Hügel an der Landstraße, hinter dem Hügel lauerte der Hauptmann mit einer Postschaise – plötzlich sprang er hervor, hob das Fräulein in den Wagen und fort ging es im gestrecktem Galopp.","<sp who=""#zauser""><speaker>Zauser</speaker><p>Mit meinen eignen Augen. Seitdem Sie mir befohlen haben, zu spioniren, seh’ ich Alles. Das Fräulein ging spazieren auf dem Hügel an der Landstraße, hinter dem Hügel lauerte der Hauptmann mit einer Postschaise – plötzlich sprang er hervor, hob das Fräulein in den Wagen und fort ging es im gestrecktem Galopp.</p></sp>","","<sp who=""#zauser""><speaker>Zauser</speaker><p>Mit meinen eignen Augen. Seitdem Sie mir befohlen haben, zu spioniren, seh’ ich Alles. Das Fräulein ging spazieren auf dem Hügel an der Landstraße, hinter dem Hügel lauerte der Hauptmann mit einer Postschaise – plötzlich sprang er hervor, hob das Fräulein in den Wagen und fort ging es im gestrecktem Galopp.</p></sp>"
"376",376,"Blum.
Und das sahst Du so geduldig mit an?","Blum. Und das sahst Du so geduldig mit an?","<sp who=""#blum""><speaker>Blum</speaker><p>Und das sahst Du so geduldig mit an?</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Und das sahst Du so geduldig mit an?</p></sp>"
"377",377,"Zauser.
Was sollt’ ich machen? ich schrie: Herr Hauptmann!
Ew. Gnaden! das ist nicht Manier! ich wollte
den Pferden in die Zügel fallen, aber da hielt er mir
eine Pistole so dicht auf den Leib, daß mir der Respekt
in alle Glieder trat. Ums Himmels willen, gnädiger
Herr, machen Sie, daß Sie fortkommen, es ist
keine Minute zu verlieren.","Zauser. Was sollt’ ich machen? ich schrie: Herr Hauptmann! Ew. Gnaden! das ist nicht Manier! ich wollte den Pferden in die Zügel fallen, aber da hielt er mir eine Pistole so dicht auf den Leib, daß mir der Respekt in alle Glieder trat. Ums Himmels willen, gnädiger Herr, machen Sie, daß Sie fortkommen, es ist keine Minute zu verlieren.","<sp who=""#zauser""><speaker>Zauser</speaker><p>Was sollt’ ich machen? ich schrie: Herr Hauptmann! Ew. Gnaden! das ist nicht Manier! ich wollte den Pferden in die Zügel fallen, aber da hielt er mir eine Pistole so dicht auf den Leib, daß mir der Respekt in alle Glieder trat. Ums Himmels willen, gnädiger Herr, machen Sie, daß Sie fortkommen, es ist keine Minute zu verlieren.</p></sp>","","<sp who=""#zauser""><speaker>Zauser</speaker><p>Was sollt’ ich machen? ich schrie: Herr Hauptmann! Ew. Gnaden! das ist nicht Manier! ich wollte den Pferden in die Zügel fallen, aber da hielt er mir eine Pistole so dicht auf den Leib, daß mir der Respekt in alle Glieder trat. Ums Himmels willen, gnädiger Herr, machen Sie, daß Sie fortkommen, es ist keine Minute zu verlieren.</p></sp>"
"378",378,"Blum.
Schrie denn das Fräulein nicht?","Blum. Schrie denn das Fräulein nicht? [113] ","<sp who=""#blum""><speaker>Blum</speaker><p>Schrie denn das Fräulein nicht? <pb no=""113""/> </p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Schrie denn das Fräulein nicht? <pb no=""113""/> </p></sp>"
